kp_id,name,subject,subject_zh,stage,grade,curriculum,domain,path,curriculum_points_count,excerpts_count,curriculum_md_chars,has_curriculum_md,textbook_chapter,textbook_chars,has_usable_textbook,exercises_count,errors_count,interactive_count,real_world_count,has_teaching_methods,has_extensions,gap_count,gaps,quality_flags
chem-h-silicon-compounds,硅及其化合物,chemistry,化学,high,10,cn,元素化合物,data/kp/chemistry/chem-h-silicon-compounds.json,3,3,1129,True,,5312,True,3,2,0,1,True,True,0,,
chem-h-sodium-compounds,钠及其化合物,chemistry,化学,high,10,cn,元素化合物,data/kp/chemistry/chem-h-sodium-compounds.json,2,2,1033,True,,5312,True,3,2,0,1,True,True,0,,
chem-h-solution-concentration-h,物质的量浓度,chemistry,化学,high,10,cn,物质的分类与化学用语,data/kp/chemistry/chem-h-solution-concentration-h.json,3,3,1021,True,,5738,True,3,2,0,1,True,True,0,,
chem-h-substance-classification-h,物质的分类,chemistry,化学,high,10,cn,物质的分类与化学用语,data/kp/chemistry/chem-h-substance-classification-h.json,2,2,949,True,第2单元 我们周围的空气,5312,True,3,2,0,1,True,True,0,,
chem-h-sulfur-nitrogen,硫和氮及其化合物,chemistry,化学,high,10,cn,元素化合物,data/kp/chemistry/chem-h-sulfur-nitrogen.json,3,3,1102,True,,5312,True,3,2,0,1,True,True,0,,
chem-h-thermochemistry,热化学（焓变）,chemistry,化学,high,11,cn,化学反应与能量,data/kp/chemistry/chem-h-thermochemistry.json,3,3,1089,True,,5732,True,3,2,0,1,True,True,0,,
chem-m-acid-base-concept,酸和碱,chemistry,化学,middle,9,cn,物质的性质与应用,data/kp/chemistry/chem-m-acid-base-concept.json,3,3,896,True,,5305,True,3,2,0,1,True,True,0,,
chem-m-acid-base-salt,酸碱盐综合,chemistry,化学,middle,9,cn,物质的性质与应用,data/kp/chemistry/chem-m-acid-base-salt.json,4,4,1079,True,,5745,True,3,2,0,1,True,True,0,,
chem-m-activity-series,金属活动性顺序,chemistry,化学,middle,9,cn,物质的性质与应用,data/kp/chemistry/chem-m-activity-series.json,3,3,1040,True,,5696,True,3,2,0,1,True,True,0,,
chem-m-air-composition,空气的组成,chemistry,化学,middle,9,cn,物质的性质与应用,data/kp/chemistry/chem-m-air-composition.json,3,3,1011,True,,5305,True,3,2,0,1,True,True,0,,
chem-m-atom-molecule,分子与原子,chemistry,化学,middle,9,cn,物质的组成与结构,data/kp/chemistry/chem-m-atom-molecule.json,3,3,945,True,,5690,True,3,2,0,1,True,True,0,,
chem-m-atom-structure,原子的结构,chemistry,化学,middle,9,cn,物质的组成与结构,data/kp/chemistry/chem-m-atom-structure.json,3,3,945,True,,5730,True,3,2,0,1,True,True,0,,
chem-m-atomic-structure,原子核外电子排布,chemistry,化学,middle,9,cn,物质的组成与结构,data/kp/chemistry/chem-m-atomic-structure.json,3,3,998,True,,5762,True,3,2,0,1,True,True,0,,
chem-m-carbon-allotropes,碳的单质（金刚石/石墨/C60）,chemistry,化学,middle,9,cn,物质的性质与应用,data/kp/chemistry/chem-m-carbon-allotropes.json,3,3,1039,True,,5305,True,3,2,0,1,True,True,0,,
chem-m-catalyst-concept,催化剂与催化作用,chemistry,化学,middle,9,cn,物质的化学变化,data/kp/chemistry/chem-m-catalyst-concept.json,2,2,922,True,,4849,True,3,2,0,1,True,True,0,,
chem-m-chemical-equation,化学方程式,chemistry,化学,middle,9,cn,物质的化学变化,data/kp/chemistry/chem-m-chemical-equation.json,3,3,989,True,第5单元 化学方程式,5802,True,3,2,0,1,True,True,0,,
chem-m-chemical-formula,化学式与化合价,chemistry,化学,middle,9,cn,物质的组成与结构,data/kp/chemistry/chem-m-chemical-formula.json,3,3,1025,True,第4单元 自然界的水,5775,True,3,2,0,1,True,True,0,,
chem-m-chemistry-intro,走进化学世界,chemistry,化学,middle,9,cn,科学探究与化学实验,data/kp/chemistry/chem-m-chemistry-intro.json,3,3,1193,True,,5706,True,3,2,0,1,True,True,0,,
chem-m-chemistry-society-practice,化学与生产生活（跨学科实践）,chemistry,化学,middle,9,cn,化学与社会·跨学科实践,data/kp/chemistry/chem-m-chemistry-society-practice.json,3,3,1312,True,,5305,True,3,2,0,1,True,True,0,,
chem-m-co-properties,一氧化碳的性质,chemistry,化学,middle,9,cn,物质的性质与应用,data/kp/chemistry/chem-m-co-properties.json,4,4,1070,True,,5703,True,3,2,0,1,True,True,0,,
chem-m-co2-properties,二氧化碳的性质与制取,chemistry,化学,middle,9,cn,物质的性质与应用,data/kp/chemistry/chem-m-co2-properties.json,3,3,931,True,,5703,True,3,2,0,1,True,True,0,,
chem-m-element-concept,元素,chemistry,化学,middle,9,cn,物质的组成与结构,data/kp/chemistry/chem-m-element-concept.json,3,3,1013,True,,5305,True,3,2,0,1,True,True,0,,
chem-m-equation-calculation,根据化学方程式计算,chemistry,化学,middle,9,cn,物质的化学变化,data/kp/chemistry/chem-m-equation-calculation.json,2,2,927,True,,5736,True,3,2,0,1,True,True,0,,
chem-m-hydrogen-properties,氢气的性质,chemistry,化学,middle,9,cn,物质的性质与应用,data/kp/chemistry/chem-m-hydrogen-properties.json,3,3,931,True,,5703,True,3,2,0,1,True,True,0,,
chem-m-ion-concept,离子,chemistry,化学,middle,9,cn,物质的组成与结构,data/kp/chemistry/chem-m-ion-concept.json,3,3,921,True,,5305,True,3,2,0,1,True,True,0,,
chem-m-lab-safety,实验基本操作与安全,chemistry,化学,middle,9,cn,科学探究与化学实验,data/kp/chemistry/chem-m-lab-safety.json,3,3,1028,True,,5305,True,3,2,0,1,True,True,0,,
chem-m-mass-conservation,质量守恒定律,chemistry,化学,middle,9,cn,物质的化学变化,data/kp/chemistry/chem-m-mass-conservation.json,3,3,1062,True,,5208,True,3,2,0,1,True,True,0,,
chem-m-matter-classification,物质的分类,chemistry,化学,middle,9,cn,物质的组成与结构,data/kp/chemistry/chem-m-matter-classification.json,3,3,934,True,第2单元 我们周围的空气,5305,True,3,2,0,1,True,True,0,,
chem-m-metal-corrosion,金属的锈蚀与防护,chemistry,化学,middle,9,cn,物质的性质与应用,data/kp/chemistry/chem-m-metal-corrosion.json,2,2,861,True,,5696,True,3,2,0,1,True,True,0,,
chem-m-metal-properties,金属的物理与化学性质,chemistry,化学,middle,9,cn,物质的性质与应用,data/kp/chemistry/chem-m-metal-properties.json,2,2,923,True,,5696,True,3,2,0,1,True,True,0,,
chem-m-metal-smelting,金属冶炼,chemistry,化学,middle,9,cn,物质的性质与应用,data/kp/chemistry/chem-m-metal-smelting.json,2,2,1002,True,,5696,True,3,2,0,1,True,True,0,,
chem-m-metals-activity,金属的活动性,chemistry,化学,middle,9,cn,物质的性质与应用,data/kp/chemistry/chem-m-metals-activity.json,2,2,892,True,,5696,True,3,2,0,1,True,True,0,,
chem-m-neutralization,中和反应,chemistry,化学,middle,9,cn,物质的性质与应用,data/kp/chemistry/chem-m-neutralization.json,2,2,919,True,,5305,True,3,2,0,1,True,True,0,,
chem-m-oxygen-preparation,氧气的制取,chemistry,化学,middle,9,cn,物质的性质与应用,data/kp/chemistry/chem-m-oxygen-preparation.json,3,3,923,True,,5305,True,3,2,0,1,True,True,0,,
chem-m-oxygen-properties,氧气的性质,chemistry,化学,middle,9,cn,物质的性质与应用,data/kp/chemistry/chem-m-oxygen-properties.json,2,2,825,True,,5703,True,3,2,0,1,True,True,0,,
chem-m-periodic-table,元素周期表,chemistry,化学,middle,9,cn,物质的组成与结构,data/kp/chemistry/chem-m-periodic-table.json,2,2,998,True,第3单元 物质构成的奥秘,5781,True,3,2,0,1,True,True,0,,
chem-m-ph-indicators,酸碱指示剂与 pH,chemistry,化学,middle,9,cn,物质的性质与应用,data/kp/chemistry/chem-m-ph-indicators.json,2,2,935,True,,5799,True,3,2,0,1,True,True,0,,
chem-m-reaction-types,化学反应基本类型,chemistry,化学,middle,9,cn,物质的化学变化,data/kp/chemistry/chem-m-reaction-types.json,3,3,937,True,,5802,True,3,2,0,1,True,True,0,,
chem-m-salt-reactions,盐的性质,chemistry,化学,middle,9,cn,物质的性质与应用,data/kp/chemistry/chem-m-salt-reactions.json,3,3,1098,True,,5723,True,3,2,0,1,True,True,0,,
chem-m-scientific-inquiry-experiment,科学探究方法,chemistry,化学,middle,9,cn,科学探究与化学实验,data/kp/chemistry/chem-m-scientific-inquiry-experiment.json,3,3,1127,True,,5305,True,3,2,0,1,True,True,0,,
chem-m-solubility,溶解度,chemistry,化学,middle,9,cn,物质的性质与应用,data/kp/chemistry/chem-m-solubility.json,2,2,867,True,第9单元 溶液,5703,True,3,2,0,1,True,True,0,,
chem-m-solution-concentration,溶液浓度（质量分数）,chemistry,化学,middle,9,cn,物质的性质与应用,data/kp/chemistry/chem-m-solution-concentration.json,3,3,939,True,,5700,True,3,2,0,1,True,True,0,,
chem-m-solution-concept,溶液的形成,chemistry,化学,middle,9,cn,物质的性质与应用,data/kp/chemistry/chem-m-solution-concept.json,2,2,883,True,第9单元 溶液,5700,True,3,2,0,1,True,True,0,,
chem-m-substance-classification,纯净物、混合物、化合物,chemistry,化学,middle,9,cn,物质的组成与结构,data/kp/chemistry/chem-m-substance-classification.json,3,3,1145,True,,5305,True,3,2,0,1,True,True,0,,
chem-m-water-properties,水的组成与净化,chemistry,化学,middle,9,cn,物质的性质与应用,data/kp/chemistry/chem-m-water-properties.json,3,3,883,True,,5305,True,3,2,0,1,True,True,0,,
chn-e-application-writing,应用文（书信/通知/倡议书）,chinese,语文,elementary,5,cn,写作表达,data/kp/chinese/chn-e-application-writing.json,2,2,1086,True,,705,True,3,2,0,1,True,True,0,,
chn-e-argumentative-intro,读后感与简单议论,chinese,语文,elementary,6,cn,写作表达,data/kp/chinese/chn-e-argumentative-intro.json,2,2,1039,True,,706,True,3,2,0,1,True,True,0,,
chn-e-article-appreciation,文学鉴赏,chinese,语文,elementary,5,cn,阅读理解,data/kp/chinese/chn-e-article-appreciation.json,3,3,1068,True,阅读策略单元,763,True,3,2,0,1,True,True,0,,
chn-e-article-structure,文章结构分析,chinese,语文,elementary,4,cn,阅读理解,data/kp/chinese/chn-e-article-structure.json,2,2,937,True,阅读策略单元,674,True,3,2,0,1,True,True,0,,
chn-e-calligraphy-practice,硬笔书法与书写规范,chinese,语文,elementary,3,cn,识字与写字,data/kp/chinese/chn-e-calligraphy-practice.json,2,2,978,True,,681,True,3,2,0,1,True,True,0,,
chn-e-char-recognition-1,一年级常用字认读（300字）,chinese,语文,elementary,1,cn,识字与写字,data/kp/chinese/chn-e-char-recognition-1.json,3,3,955,True,,665,True,3,2,0,1,True,True,0,,
chn-e-char-recognition-2,二年级常用字认读（600字）,chinese,语文,elementary,2,cn,识字与写字,data/kp/chinese/chn-e-char-recognition-2.json,3,3,962,True,,672,True,3,2,0,1,True,True,0,,
chn-e-char-structure,汉字结构（独体/合体/左右/上下）,chinese,语文,elementary,2,cn,识字与写字,data/kp/chinese/chn-e-char-structure.json,2,2,1066,True,,675,True,3,2,0,1,True,True,0,,
chn-e-char-writing-1,基本笔画与笔顺,chinese,语文,elementary,1,cn,识字与写字,data/kp/chinese/chn-e-char-writing-1.json,2,2,981,True,,670,True,3,2,0,1,True,True,0,,
chn-e-character-analysis,人物描写与性格分析,chinese,语文,elementary,4,cn,阅读理解,data/kp/chinese/chn-e-character-analysis.json,2,2,974,True,,687,True,3,2,0,1,True,True,0,,
chn-e-classical-chinese-intro,小古文入门（之/乎/者/也）,chinese,语文,elementary,5,cn,古诗文,data/kp/chinese/chn-e-classical-chinese-intro.json,2,2,963,True,,658,True,3,2,0,1,True,True,0,,
chn-e-classical-reading,文言文阅读理解,chinese,语文,elementary,6,cn,古诗文,data/kp/chinese/chn-e-classical-reading.json,2,2,967,True,,655,True,3,2,0,1,True,True,0,,
chn-e-complex-sentences,关联词与复句（因果/转折/递进/条件）,chinese,语文,elementary,4,cn,句子与标点,data/kp/chinese/chn-e-complex-sentences.json,2,2,1007,True,,657,True,3,2,0,1,True,True,0,,
chn-e-compound-vowel,复韵母,chinese,语文,elementary,1,cn,拼音,data/kp/chinese/chn-e-compound-vowel.json,2,2,934,True,汉语拼音 第9-11课,667,True,3,2,0,1,True,True,0,,
chn-e-context-word-meaning,联系上下文理解词义,chinese,语文,elementary,4,cn,词语积累,data/kp/chinese/chn-e-context-word-meaning.json,2,2,912,True,,643,True,3,2,0,1,True,True,0,,
chn-e-conversation-etiquette,礼貌用语与日常对话,chinese,语文,elementary,2,cn,口语交际,data/kp/chinese/chn-e-conversation-etiquette.json,3,3,967,True,,709,True,3,2,0,1,True,True,0,,
chn-e-debate-discussion,讨论、辩论与即兴演讲,chinese,语文,elementary,5,cn,口语交际,data/kp/chinese/chn-e-debate-discussion.json,2,2,1000,True,,687,True,3,2,0,1,True,True,0,,
chn-e-deep-reading,体会含义深刻的句子,chinese,语文,elementary,5,cn,阅读理解,data/kp/chinese/chn-e-deep-reading.json,2,2,976,True,,671,True,3,2,0,1,True,True,0,,
chn-e-descriptive-writing,描写技巧,chinese,语文,elementary,4,cn,写作表达,data/kp/chinese/chn-e-descriptive-writing.json,2,2,973,True,习作单元,675,True,3,2,0,1,True,True,0,,
chn-e-detail-description,细节描写与五感法,chinese,语文,elementary,4,cn,写作表达,data/kp/chinese/chn-e-detail-description.json,3,3,1068,True,,737,True,3,2,0,1,True,True,0,,
chn-e-diary-writing,日记与留言条,chinese,语文,elementary,2,cn,写作表达,data/kp/chinese/chn-e-diary-writing.json,2,2,1005,True,,691,True,3,2,0,1,True,True,0,,
chn-e-dictionary-skills,查字典,chinese,语文,elementary,2,cn,识字与写字,data/kp/chinese/chn-e-dictionary-skills.json,2,2,911,True,语文园地,674,True,3,2,0,1,True,True,0,,
chn-e-essay-structure,作文审题、立意与提纲,chinese,语文,elementary,5,cn,写作表达,data/kp/chinese/chn-e-essay-structure.json,3,3,1112,True,,750,True,3,2,0,1,True,True,0,,
chn-e-figurative-language,比喻、拟人、夸张等修辞,chinese,语文,elementary,4,cn,词语积累,data/kp/chinese/chn-e-figurative-language.json,4,4,1044,True,,745,True,3,2,0,1,True,True,0,,
chn-e-homophone-polysemy,同音字、多音字与形近字,chinese,语文,elementary,3,cn,识字与写字,data/kp/chinese/chn-e-homophone-polysemy.json,2,2,1017,True,,680,True,3,2,0,1,True,True,0,,
chn-e-idiom-proverb,成语、谚语与歇后语,chinese,语文,elementary,3,cn,词语积累,data/kp/chinese/chn-e-idiom-proverb.json,2,2,933,True,,655,True,3,2,0,1,True,True,0,,
chn-e-initials,声母,chinese,语文,elementary,1,cn,拼音,data/kp/chinese/chn-e-initials.json,2,2,937,True,,678,True,3,2,0,1,True,True,0,,
chn-e-listen-speak-basic,听故事与复述,chinese,语文,elementary,1,cn,口语交际,data/kp/chinese/chn-e-listen-speak-basic.json,2,2,859,True,,635,True,3,2,0,1,True,True,0,,
chn-e-main-idea-summary,概括段落大意与文章主旨,chinese,语文,elementary,4,cn,阅读理解,data/kp/chinese/chn-e-main-idea-summary.json,2,2,925,True,,661,True,3,2,0,1,True,True,0,,
chn-e-narrative-writing,记叙文（写人/记事/写景/状物）,chinese,语文,elementary,3,cn,写作表达,data/kp/chinese/chn-e-narrative-writing.json,3,3,1141,True,,746,True,3,2,0,1,True,True,0,,
chn-e-nasal-vowel-back,后鼻韵母,chinese,语文,elementary,1,cn,拼音,data/kp/chinese/chn-e-nasal-vowel-back.json,2,2,953,True,汉语拼音 第12-13课,678,True,3,2,0,1,True,True,0,,
chn-e-nasal-vowel-front,前鼻韵母,chinese,语文,elementary,1,cn,拼音,data/kp/chinese/chn-e-nasal-vowel-front.json,2,2,942,True,汉语拼音 第12-13课,667,True,3,2,0,1,True,True,0,,
chn-e-nasal-vowels,鼻韵母,chinese,语文,elementary,1,cn,拼音,data/kp/chinese/chn-e-nasal-vowels.json,2,2,934,True,,667,True,3,2,0,1,True,True,0,,
chn-e-non-fiction-reading,说明文与非连续性文本阅读,chinese,语文,elementary,6,cn,阅读理解,data/kp/chinese/chn-e-non-fiction-reading.json,2,2,921,True,,646,True,3,2,0,1,True,True,0,,
chn-e-nursery-rhyme,儿歌、童谣与浅易古诗,chinese,语文,elementary,1,cn,古诗文,data/kp/chinese/chn-e-nursery-rhyme.json,2,2,934,True,,640,True,3,2,0,1,True,True,0,,
chn-e-oral-presentation,口头表达与讲述,chinese,语文,elementary,3,cn,口语交际,data/kp/chinese/chn-e-oral-presentation.json,3,3,968,True,,711,True,3,2,0,1,True,True,0,,
chn-e-paragraph-analysis,段落分析,chinese,语文,elementary,3,cn,阅读理解,data/kp/chinese/chn-e-paragraph-analysis.json,2,2,921,True,阅读策略单元,674,True,3,2,0,1,True,True,0,,
chn-e-paragraph-structure,自然段与意义段划分,chinese,语文,elementary,3,cn,阅读理解,data/kp/chinese/chn-e-paragraph-structure.json,2,2,961,True,,674,True,3,2,0,1,True,True,0,,
chn-e-paragraph-writing,段落写作,chinese,语文,elementary,3,cn,写作表达,data/kp/chinese/chn-e-paragraph-writing.json,3,3,1032,True,习作单元,733,True,3,2,0,1,True,True,0,,
chn-e-parts-of-speech,词性与词类,chinese,语文,elementary,4-6,cn,句子与标点,data/kp/chinese/chn-e-parts-of-speech.json,2,2,897,True,语文基础知识,663,True,3,2,0,1,True,True,0,,
chn-e-pathological-sentence,修改病句,chinese,语文,elementary,5,cn,句子与标点,data/kp/chinese/chn-e-pathological-sentence.json,2,2,896,True,,645,True,3,2,0,1,True,True,0,,
chn-e-picture-writing,看图写话,chinese,语文,elementary,1,cn,写作表达,data/kp/chinese/chn-e-picture-writing.json,2,2,981,True,,698,True,3,2,0,1,True,True,0,,
chn-e-pinyin-reading,拼音阅读（借助拼音识字）,chinese,语文,elementary,1,cn,拼音,data/kp/chinese/chn-e-pinyin-reading.json,2,2,952,True,,667,True,3,2,0,1,True,True,0,,
chn-e-poetry-appreciation,古诗词赏析（意境/情感/手法）,chinese,语文,elementary,4,cn,古诗文,data/kp/chinese/chn-e-poetry-appreciation.json,2,2,962,True,,646,True,3,2,0,1,True,True,0,,
chn-e-poetry-imagery,古诗词意象与意境,chinese,语文,elementary,4,cn,古诗文,data/kp/chinese/chn-e-poetry-imagery.json,2,2,911,True,古诗词单元,651,True,3,2,0,1,True,True,0,,
chn-e-poetry-recitation,古诗词背诵与默写,chinese,语文,elementary,3,cn,古诗文,data/kp/chinese/chn-e-poetry-recitation.json,2,2,894,True,日积月累,634,True,3,2,0,1,True,True,0,,
chn-e-poetry-rhythm,古诗词韵律,chinese,语文,elementary,3,cn,古诗文,data/kp/chinese/chn-e-poetry-rhythm.json,2,2,870,True,古诗词单元,634,True,3,2,0,1,True,True,0,,
chn-e-punctuation-advanced,引号、冒号、省略号、破折号,chinese,语文,elementary,4,cn,句子与标点,data/kp/chinese/chn-e-punctuation-advanced.json,2,2,962,True,,648,True,3,2,0,1,True,True,0,,
chn-e-punctuation-basic,基本标点符号（句号/问号/感叹号）,chinese,语文,elementary,1,cn,句子与标点,data/kp/chinese/chn-e-punctuation-basic.json,2,2,1008,True,,653,True,3,2,0,1,True,True,0,,
chn-e-radical-knowledge,偏旁部首与查字典,chinese,语文,elementary,2,cn,识字与写字,data/kp/chinese/chn-e-radical-knowledge.json,2,2,996,True,,677,True,3,2,0,1,True,True,0,,
chn-e-radical-recognition,偏旁部首,chinese,语文,elementary,1,cn,识字与写字,data/kp/chinese/chn-e-radical-recognition.json,2,2,962,True,识字单元,675,True,3,2,0,1,True,True,0,,
chn-e-reading-comprehension-exam,阅读理解答题方法,chinese,语文,elementary,6,cn,阅读理解,data/kp/chinese/chn-e-reading-comprehension-exam.json,3,3,1115,True,复习专题,766,True,3,2,0,1,True,True,0,,
chn-e-rhetoric-in-writing,运用修辞手法写作,chinese,语文,elementary,4,cn,写作表达,data/kp/chinese/chn-e-rhetoric-in-writing.json,2,2,1005,True,,675,True,3,2,0,1,True,True,0,,
chn-e-rhetorical-devices,修辞手法,chinese,语文,elementary,3,cn,阅读理解,data/kp/chinese/chn-e-rhetorical-devices.json,2,2,888,True,语文园地,659,True,3,2,0,1,True,True,0,,
chn-e-sentence-comprehension,句子理解,chinese,语文,elementary,2,cn,阅读理解,data/kp/chinese/chn-e-sentence-comprehension.json,2,2,881,True,阅读训练,658,True,3,2,0,1,True,True,0,,
chn-e-sentence-expansion,扩句与缩句,chinese,语文,elementary,3,cn,句子与标点,data/kp/chinese/chn-e-sentence-expansion.json,2,2,972,True,,648,True,3,2,0,1,True,True,0,,
chn-e-sentence-transformation,改写句子（把字句/被字句/转述句）,chinese,语文,elementary,3,cn,句子与标点,data/kp/chinese/chn-e-sentence-transformation.json,2,2,1022,True,,679,True,3,2,0,1,True,True,0,,
chn-e-sentence-transformations-zh,常见句式与句式变换,chinese,语文,elementary,4-9,cn,句子与标点,data/kp/chinese/chn-e-sentence-transformations-zh.json,3,3,994,True,语文基础专题,709,True,3,2,0,1,True,True,0,,
chn-e-sentence-types,陈述句、疑问句、感叹句、祈使句,chinese,语文,elementary,2,cn,句子与标点,data/kp/chinese/chn-e-sentence-types.json,2,2,992,True,,653,True,3,2,0,1,True,True,0,,
chn-e-sentence-writing,写话与造句,chinese,语文,elementary,1,cn,写作表达,data/kp/chinese/chn-e-sentence-writing.json,2,2,955,True,写话训练,664,True,3,2,0,1,True,True,0,,
chn-e-simple-vowels,单韵母,chinese,语文,elementary,1,cn,拼音,data/kp/chinese/chn-e-simple-vowels.json,2,2,934,True,汉语拼音 第1-4课,667,True,3,2,0,1,True,True,0,,
chn-e-stroke-order,笔画与笔顺,chinese,语文,elementary,1,cn,识字与写字,data/kp/chinese/chn-e-stroke-order.json,2,2,965,True,识字单元,670,True,3,2,0,1,True,True,0,,
chn-e-summarization,概括与归纳,chinese,语文,elementary,4,cn,阅读理解,data/kp/chinese/chn-e-summarization.json,2,2,861,True,阅读策略单元,645,True,3,2,0,1,True,True,0,,
chn-e-syllable-spelling,音节拼读与拼写,chinese,语文,elementary,1,cn,拼音,data/kp/chinese/chn-e-syllable-spelling.json,2,2,977,True,,678,True,3,2,0,1,True,True,0,,
chn-e-synonym-antonym,近义词与反义词,chinese,语文,elementary,3,cn,词语积累,data/kp/chinese/chn-e-synonym-antonym.json,3,3,1042,True,,722,True,3,2,0,1,True,True,0,,
chn-e-tang-poetry,唐诗宋词名篇背诵,chinese,语文,elementary,3,cn,古诗文,data/kp/chinese/chn-e-tang-poetry.json,2,2,894,True,,634,True,3,2,0,1,True,True,0,,
chn-e-text-structure,文章结构（总分总/并列/递进）,chinese,语文,elementary,4,cn,阅读理解,data/kp/chinese/chn-e-text-structure.json,2,2,987,True,,652,True,3,2,0,1,True,True,0,,
chn-e-tone-marks,声调与标调规则,chinese,语文,elementary,1,cn,拼音,data/kp/chinese/chn-e-tone-marks.json,2,2,977,True,,678,True,3,2,0,1,True,True,0,,
chn-e-vocabulary-expansion,词语积累与运用,chinese,语文,elementary,2,cn,识字与写字,data/kp/chinese/chn-e-vocabulary-expansion.json,3,3,935,True,语文园地,686,True,3,2,0,1,True,True,0,,
chn-e-whole-book-reading,整本书阅读,chinese,语文,elementary,3-9,cn,阅读理解,data/kp/chinese/chn-e-whole-book-reading.json,3,3,1057,True,2022课标拓展型学习任务群,760,True,3,2,0,1,True,True,0,,
chn-e-word-formation,词语构成（合成词、叠词、ABB/AABB）,chinese,语文,elementary,2,cn,词语积累,data/kp/chinese/chn-e-word-formation.json,3,3,1036,True,,676,True,3,2,0,1,True,True,0,,
chn-e-writing-methods,表达方法（叙述/描写/说明/议论/抒情）,chinese,语文,elementary,5,cn,阅读理解,data/kp/chinese/chn-e-writing-methods.json,2,2,1028,True,,653,True,3,2,0,1,True,True,0,,
chn-h-advanced-composition,高级写作技巧,chinese,语文,high,11,cn,写作,data/kp/chinese/chn-h-advanced-composition.json,3,3,1166,True,,841,True,3,2,0,1,True,True,0,,
chn-h-argumentative-essay,议论文写作,chinese,语文,high,10,cn,写作,data/kp/chinese/chn-h-argumentative-essay.json,3,3,965,True,写作专题,792,True,3,2,0,1,True,True,0,,
chn-h-classical-comprehensive,文言文综合鉴赏,chinese,语文,high,12,cn,古诗文阅读,data/kp/chinese/chn-h-classical-comprehensive.json,3,3,1285,True,,898,True,3,2,0,1,True,True,0,,
chn-h-classical-function-words,文言虚词,chinese,语文,high,10,cn,古诗文阅读,data/kp/chinese/chn-h-classical-function-words.json,3,3,1009,True,,760,True,3,2,0,1,True,True,0,,
chn-h-classical-grammar-h,文言句式与语法,chinese,语文,high,10,cn,古诗文阅读,data/kp/chinese/chn-h-classical-grammar-h.json,3,3,1117,True,,784,True,3,2,0,1,True,True,0,,
chn-h-classical-prose-advanced,古文经典精读,chinese,语文,high,11,cn,古诗文阅读,data/kp/chinese/chn-h-classical-prose-advanced.json,3,3,1237,True,,858,True,3,2,0,1,True,True,0,,
chn-h-classical-translation-h,文言文翻译,chinese,语文,high,11,cn,古诗文阅读,data/kp/chinese/chn-h-classical-translation-h.json,3,3,1222,True,,851,True,3,2,0,1,True,True,0,,
chn-h-classical-vocab-h,文言实词,chinese,语文,high,10,cn,古诗文阅读,data/kp/chinese/chn-h-classical-vocab-h.json,3,3,1183,True,,826,True,3,2,0,1,True,True,0,,
chn-h-countryside-china,《乡土中国》（学术论著阅读）,chinese,语文,high,10,cn,整本书阅读,data/kp/chinese/chn-h-countryside-china.json,4,4,1232,True,,812,True,3,2,0,1,True,True,0,,
chn-h-essay-structure-h,作文审题立意与结构,chinese,语文,high,10,cn,写作,data/kp/chinese/chn-h-essay-structure-h.json,3,3,1053,True,,728,True,3,2,0,1,True,True,0,,
chn-h-foreign-classics,外国文学经典,chinese,语文,high,12,cn,整本书阅读,data/kp/chinese/chn-h-foreign-classics.json,3,3,1279,True,,900,True,3,2,0,1,True,True,0,,
chn-h-gaokao-essay,高考作文综合训练,chinese,语文,high,12,cn,写作,data/kp/chinese/chn-h-gaokao-essay.json,4,4,1252,True,,874,True,3,2,0,1,True,True,0,,
chn-h-idiom-usage-h,成语辨析与运用,chinese,语文,high,10,cn,语言文字运用,data/kp/chinese/chn-h-idiom-usage-h.json,3,3,1135,True,,798,True,3,2,0,1,True,True,0,,
chn-h-info-reading,实用类文本（论述类/信息类）,chinese,语文,high,10,cn,现代文阅读,data/kp/chinese/chn-h-info-reading.json,2,2,1190,True,,757,True,3,2,0,1,True,True,0,,
chn-h-language-expression-h,语言表达简明连贯得体,chinese,语文,high,11,cn,语言文字运用,data/kp/chinese/chn-h-language-expression-h.json,3,3,1055,True,,718,True,3,2,0,1,True,True,0,,
chn-h-literary-deep-analysis,文学类深度鉴赏,chinese,语文,high,11,cn,现代文阅读,data/kp/chinese/chn-h-literary-deep-analysis.json,3,3,1222,True,,859,True,3,2,0,1,True,True,0,,
chn-h-literary-reading-h,文学类文本阅读,chinese,语文,high,10,cn,现代文阅读,data/kp/chinese/chn-h-literary-reading-h.json,3,3,979,True,,790,True,3,2,0,1,True,True,0,,
chn-h-poetry-comparison-h,古诗词比较阅读,chinese,语文,high,12,cn,古诗文阅读,data/kp/chinese/chn-h-poetry-comparison-h.json,3,3,1042,True,,745,True,3,2,0,1,True,True,0,,
chn-h-poetry-emotion,古诗词情感主旨,chinese,语文,high,11,cn,古诗文阅读,data/kp/chinese/chn-h-poetry-emotion.json,2,2,997,True,,701,True,3,2,0,1,True,True,0,,
chn-h-poetry-expression-h,古诗词表现手法,chinese,语文,high,10,cn,古诗文阅读,data/kp/chinese/chn-h-poetry-expression-h.json,3,3,1054,True,,757,True,3,2,0,1,True,True,0,,
chn-h-poetry-imagery-h,古诗词意象与意境,chinese,语文,high,10,cn,古诗文阅读,data/kp/chinese/chn-h-poetry-imagery-h.json,3,3,1050,True,古诗词单元,745,True,3,2,0,1,True,True,0,,
